image,ground_truth
images/Burnaby_Mountain/10720.jpg,"[0.33686, 0.336915, 0.32622500000000004]"
images/Burnaby_Mountain/10730.jpg,"[0.336821, 0.337305, 0.32587399999999994]"
images/Burnaby_Mountain/10740.jpg,"[0.336961, 0.336817, 0.32622199999999996]"
images/Burnaby_Mountain/10750.jpg,"[0.336197, 0.337214, 0.3265889999999999]"
images/Burnaby_Mountain/10760.jpg,"[0.336941, 0.336945, 0.32611400000000007]"
images/Burnaby_Mountain/10770.jpg,"[0.336818, 0.336982, 0.32619999999999993]"
images/Burnaby_Mountain/10780.jpg,"[0.336597, 0.336943, 0.32646]"
images/Burnaby_Mountain/10790.jpg,"[0.336594, 0.336926, 0.32647999999999994]"
images/Burnaby_Mountain/10800.jpg,"[0.336192, 0.337314, 0.32649399999999995]"
images/Burnaby_Mountain/10810.jpg,"[0.335892, 0.337357, 0.3267509999999999]"
images/Burnaby_Mountain/10820.jpg,"[0.335529, 0.337292, 0.32717900000000005]"
images/Burnaby_Mountain/10850.jpg,"[0.333943, 0.337775, 0.328282]"
images/Burnaby_Mountain/10860.jpg,"[0.333956, 0.337739, 0.32830500000000007]"
images/Burnaby_Mountain/10870.jpg,"[0.334197, 0.337228, 0.3285749999999999]"
images/Burnaby_Mountain/10880.jpg,"[0.335697, 0.336589, 0.32771399999999995]"
images/Burnaby_Mountain/10890.jpg,"[0.335366, 0.33778, 0.3268539999999999]"
images/Burnaby_Mountain/10900.jpg,"[0.335906, 0.336677, 0.32741699999999996]"
images/Burnaby_Mountain/10910.jpg,"[0.33574, 0.336927, 0.3273330000000001]"
images/Burnaby_Mountain/10920.jpg,"[0.335836, 0.337002, 0.32716199999999995]"
images/Burnaby_Mountain/10930.jpg,"[0.335607, 0.336957, 0.327436]"
images/Burnaby_Mountain/10940.jpg,"[0.335815, 0.336933, 0.32725200000000004]"
images/Burnaby_Mountain/10950.jpg,"[0.335698, 0.337078, 0.32722399999999996]"
images/Burnaby_Mountain/10960.jpg,"[0.335877, 0.337067, 0.327056]"
images/Burnaby_Mountain/10970.jpg,"[0.335646, 0.336994, 0.32736]"
images/Burnaby_Mountain/10980.jpg,"[0.335691, 0.336873, 0.32743600000000006]"
images/Burnaby_Mountain/10990.jpg,"[0.335083, 0.337639, 0.32727799999999996]"
images/Burnaby_Mountain/11000.jpg,"[0.335696, 0.336549, 0.327755]"
images/Burnaby_Mountain/11010.jpg,"[0.33518, 0.336604, 0.32821599999999995]"
images/Burnaby_Mountain/11020.jpg,"[0.335155, 0.336696, 0.328149]"
images/Burnaby_Mountain/11030.jpg,"[0.334883, 0.336694, 0.32842299999999996]"
images/Burnaby_Mountain/11040.jpg,"[0.334499, 0.336185, 0.329316]"
images/Burnaby_Mountain/11050.jpg,"[0.334293, 0.336666, 0.32904100000000003]"
images/Burnaby_Mountain/11060.jpg,"[0.334247, 0.336567, 0.32918600000000003]"
images/Burnaby_Mountain/11070.jpg,"[0.334361, 0.336648, 0.328991]"
images/Burnaby_Mountain/11080.jpg,"[0.334459, 0.336607, 0.32893399999999995]"
images/Burnaby_Mountain/11090.jpg,"[0.334574, 0.336608, 0.32881800000000005]"
images/Burnaby_Mountain/11100.jpg,"[0.334241, 0.336485, 0.329274]"
images/Burnaby_Mountain/11110.jpg,"[0.33463, 0.336691, 0.328679]"
images/Burnaby_Mountain/11120.jpg,"[0.33494, 0.336541, 0.328519]"
images/Burnaby_Mountain/11130.jpg,"[0.334917, 0.336531, 0.32855199999999996]"
images/Burnaby_Mountain/11140.jpg,"[0.335021, 0.33681, 0.328169]"
images/Burnaby_Mountain/11150.jpg,"[0.335204, 0.336612, 0.3281839999999999]"
images/Burnaby_Mountain/11160.jpg,"[0.33435, 0.336589, 0.32906100000000005]"
images/Burnaby_Mountain/11170.jpg,"[0.334648, 0.336799, 0.32855299999999993]"
images/Burnaby_Mountain/11180.jpg,"[0.334104, 0.336387, 0.32950900000000005]"
images/Burnaby_Mountain/11190.jpg,"[0.334228, 0.3364, 0.32937200000000005]"
images/Burnaby_Mountain/11200.jpg,"[0.336038, 0.336766, 0.32719599999999993]"
images/Burnaby_Mountain/11210.jpg,"[0.334963, 0.337167, 0.32787]"
images/Burnaby_Mountain/11220.jpg,"[0.335408, 0.336936, 0.32765600000000006]"
images/Burnaby_Mountain/11230.jpg,"[0.33482, 0.336931, 0.328249]"
images/Burnaby_Mountain/11240.jpg,"[0.333405, 0.337209, 0.32938600000000007]"
images/Burnaby_Mountain/11250.jpg,"[0.333313, 0.33717, 0.329517]"
images/Burnaby_Mountain/11260.jpg,"[0.334007, 0.336784, 0.3292090000000001]"
images/Burnaby_Mountain/11270.jpg,"[0.334095, 0.337056, 0.32884899999999995]"
images/Burnaby_Mountain/11280.jpg,"[0.334475, 0.336976, 0.3285489999999999]"
images/Burnaby_Mountain/11290.jpg,"[0.335295, 0.33693, 0.327775]"
images/Burnaby_Mountain/11300.jpg,"[0.33528, 0.337193, 0.32752699999999996]"
images/Burnaby_Mountain/11310.jpg,"[0.334953, 0.336308, 0.32873899999999995]"
images/Burnaby_Mountain/11320.jpg,"[0.33481, 0.335947, 0.32924299999999995]"
images/Burnaby_Mountain/11330.jpg,"[0.334344, 0.335932, 0.329724]"
images/Burnaby_Mountain/11340.jpg,"[0.334469, 0.335541, 0.32999]"
images/Burnaby_Mountain/11350.jpg,"[0.334307, 0.335581, 0.33011199999999996]"
images/Burnaby_Mountain/11360.jpg,"[0.334153, 0.335579, 0.33026800000000006]"
images/Burnaby_Mountain/11370.jpg,"[0.334155, 0.335876, 0.329969]"
images/Burnaby_Mountain/11380.jpg,"[0.336055, 0.336824, 0.327121]"
images/Burnaby_Mountain/11390.jpg,"[0.337977, 0.336752, 0.32527100000000003]"
images/Burnaby_Mountain/11400.jpg,"[0.337318, 0.33724, 0.325442]"
images/Burnaby_Mountain/11410.jpg,"[0.337743, 0.337094, 0.325163]"
images/Burnaby_Mountain/11420.jpg,"[0.331418, 0.334055, 0.334527]"
images/Burnaby_Mountain/11430.jpg,"[0.333536, 0.336814, 0.32964999999999994]"
images/Burnaby_Mountain/11440.jpg,"[0.334439, 0.337149, 0.3284120000000001]"
images/Burnaby_Mountain/11450.jpg,"[0.336892, 0.336983, 0.32612500000000005]"
images/Burnaby_Mountain/11460.jpg,"[0.337159, 0.337187, 0.325654]"
images/Burnaby_Mountain/11470.jpg,"[0.336555, 0.337363, 0.32608200000000004]"
images/Burnaby_Mountain/11480.jpg,"[0.337473, 0.337246, 0.325281]"
images/Burnaby_Mountain/11490.jpg,"[0.333499, 0.335735, 0.330766]"
images/Burnaby_Mountain/11500.jpg,"[0.332768, 0.335012, 0.33222000000000007]"
images/Burnaby_Mountain/11510.jpg,"[0.331107, 0.334082, 0.33481099999999997]"
images/Burnaby_Mountain/11520.jpg,"[0.332481, 0.335056, 0.33246299999999995]"
images/Burnaby_Mountain/11540.jpg,"[0.330652, 0.334242, 0.33510600000000007]"
images/Burnaby_Mountain/11560.jpg,"[0.33061, 0.334638, 0.33475199999999994]"
images/Burnaby_Mountain/11580.jpg,"[0.333747, 0.335693, 0.33055999999999996]"
images/Burnaby_Mountain/11590.jpg,"[0.33309, 0.335576, 0.331334]"
images/Burnaby_Mountain/11600.jpg,"[0.332348, 0.335431, 0.33222100000000004]"
images/Burnaby_Mountain/11610.jpg,"[0.331927, 0.335163, 0.33290999999999993]"
images/Burnaby_Mountain/11620.jpg,"[0.33172, 0.334496, 0.33378399999999997]"
images/Burnaby_Mountain/11660.jpg,"[0.330067, 0.334914, 0.335019]"
images/Burnaby_Mountain/11670.jpg,"[0.330078, 0.334788, 0.33513400000000004]"
images/Burnaby_Mountain/11680.jpg,"[0.331604, 0.335056, 0.33333999999999997]"
images/Burnaby_Mountain/11690.jpg,"[0.332605, 0.335886, 0.33150899999999994]"
images/Burnaby_Mountain/11700.jpg,"[0.333542, 0.335959, 0.330499]"
images/Burnaby_Mountain/11710.jpg,"[0.333494, 0.336005, 0.33050100000000004]"
images/Burnaby_Mountain/11720.jpg,"[0.333351, 0.335806, 0.33084300000000005]"
images/Burnaby_Mountain/11730.jpg,"[0.33304, 0.336065, 0.330895]"
images/Burnaby_Mountain/11740.jpg,"[0.332822, 0.335694, 0.33148400000000006]"
images/Burnaby_Mountain/11750.jpg,"[0.333315, 0.336049, 0.330636]"
images/Burnaby_Mountain/11760.jpg,"[0.333953, 0.33631, 0.32973700000000006]"
images/Burnaby_Mountain/11770.jpg,"[0.333684, 0.336048, 0.330268]"
images/Burnaby_Mountain/11780.jpg,"[0.333791, 0.33616, 0.33004900000000004]"
images/Burnaby_Mountain/11790.jpg,"[0.333922, 0.336397, 0.32968099999999995]"
images/Burnaby_Mountain/11800.jpg,"[0.333382, 0.336159, 0.33045899999999995]"
images/Burnaby_Mountain/11810.jpg,"[0.333718, 0.336241, 0.33004100000000003]"
images/Burnaby_Mountain/11820.jpg,"[0.332998, 0.335867, 0.33113499999999996]"
images/Burnaby_Mountain/11830.jpg,"[0.331055, 0.335853, 0.333092]"
images/Burnaby_Mountain/11840.jpg,"[0.307019, 0.332866, 0.3601150000000001]"
images/Burnaby_Mountain/11880.jpg,"[0.324508, 0.335275, 0.340217]"
images/Burnaby_Mountain/11890.jpg,"[0.329505, 0.335829, 0.3346660000000001]"
images/Burnaby_Mountain/11900.jpg,"[0.329075, 0.335699, 0.33522599999999997]"
images/Burnaby_Mountain/11910.jpg,"[0.326187, 0.335613, 0.3382]"
images/Burnaby_Mountain/11920.jpg,"[0.331936, 0.335891, 0.332173]"
images/Burnaby_Mountain/11930.jpg,"[0.331779, 0.335889, 0.33233199999999996]"
images/Burnaby_Mountain/11940.jpg,"[0.332065, 0.336052, 0.33188299999999993]"
images/Burnaby_Mountain/11950.jpg,"[0.333802, 0.336373, 0.3298250000000001]"
images/Burnaby_Mountain/11960.jpg,"[0.333925, 0.336393, 0.329682]"
images/Burnaby_Mountain/11970.jpg,"[0.33408, 0.336502, 0.32941800000000004]"
images/Burnaby_Mountain/11980.jpg,"[0.334459, 0.3366, 0.32894099999999993]"
images/Burnaby_Mountain/11990.jpg,"[0.334689, 0.336914, 0.328397]"
images/Burnaby_Mountain/12000.jpg,"[0.334802, 0.336899, 0.32829899999999995]"
images/Burnaby_Mountain/12010.jpg,"[0.334714, 0.336902, 0.32838400000000006]"
images/Burnaby_Mountain/12020.jpg,"[0.334609, 0.336805, 0.32858600000000004]"
images/Burnaby_Mountain/12030.jpg,"[0.334496, 0.336733, 0.328771]"
images/Burnaby_Mountain/12040.jpg,"[0.334497, 0.336821, 0.328682]"
images/Burnaby_Mountain/12050.jpg,"[0.334854, 0.336944, 0.328202]"
images/Burnaby_Mountain/12060.jpg,"[0.335003, 0.337212, 0.32778500000000005]"
images/Burnaby_Mountain/12070.jpg,"[0.335022, 0.337177, 0.32780100000000006]"
images/Burnaby_Mountain/12080.jpg,"[0.334888, 0.337116, 0.3279959999999999]"
images/Burnaby_Mountain/12090.jpg,"[0.335347, 0.337086, 0.32756699999999994]"
images/Burnaby_Mountain/12100.jpg,"[0.335448, 0.337173, 0.32737900000000003]"
images/Burnaby_Mountain/12110.jpg,"[0.334903, 0.337029, 0.328068]"
images/Burnaby_Mountain/12120.jpg,"[0.334812, 0.336416, 0.328772]"
images/Burnaby_Mountain/12130.jpg,"[0.334254, 0.336432, 0.32931399999999994]"
images/Burnaby_Mountain/12140.jpg,"[0.334164, 0.336713, 0.329123]"
images/Burnaby_Mountain/12150.jpg,"[0.334178, 0.336681, 0.329141]"
images/Burnaby_Mountain/12160.jpg,"[0.334478, 0.336706, 0.32881599999999994]"
images/Burnaby_Mountain/12170.jpg,"[0.334782, 0.337006, 0.328212]"
images/Burnaby_Mountain/12180.jpg,"[0.334204, 0.33705, 0.32874600000000004]"
images/Burnaby_Mountain/12190.jpg,"[0.335349, 0.337172, 0.32747899999999996]"
images/Burnaby_Mountain/12200.jpg,"[0.335084, 0.337293, 0.32762300000000005]"
images/Burnaby_Mountain/12210.jpg,"[0.335335, 0.337004, 0.32766100000000004]"
images/Burnaby_Mountain/12220.jpg,"[0.334574, 0.336664, 0.32876200000000005]"
images/Burnaby_Mountain/12230.jpg,"[0.333721, 0.33628, 0.32999900000000004]"
images/Burnaby_Mountain/12240.jpg,"[0.333835, 0.336362, 0.329803]"
images/Burnaby_Mountain/12250.jpg,"[0.33399, 0.336281, 0.329729]"
images/Burnaby_Mountain/12260.jpg,"[0.333677, 0.336431, 0.329892]"
images/Burnaby_Mountain/12270.jpg,"[0.334236, 0.33618, 0.32958400000000004]"
images/Burnaby_Mountain/12280.jpg,"[0.334011, 0.335989, 0.32999999999999996]"
images/Burnaby_Mountain/12290.jpg,"[0.333411, 0.335719, 0.33087]"
images/Burnaby_Mountain/12300.jpg,"[0.333806, 0.335906, 0.33028799999999997]"
images/Burnaby_Mountain/12310.jpg,"[0.33313, 0.335498, 0.33137200000000006]"
images/Burnaby_Mountain/12320.jpg,"[0.333234, 0.335658, 0.33110799999999996]"
images/Burnaby_Mountain/12330.jpg,"[0.333306, 0.335915, 0.330779]"
images/Burnaby_Mountain/12340.jpg,"[0.333435, 0.336137, 0.33042800000000006]"
images/Burnaby_Mountain/12350.jpg,"[0.334095, 0.336328, 0.32957699999999995]"
images/Burnaby_Mountain/12360.jpg,"[0.334041, 0.336271, 0.329688]"
images/Burnaby_Mountain/12370.jpg,"[0.333955, 0.336111, 0.329934]"
images/Burnaby_Mountain/12380.jpg,"[0.334513, 0.336431, 0.32905599999999996]"
images/Burnaby_Mountain/12390.jpg,"[0.334682, 0.336291, 0.32902700000000007]"
images/Burnaby_Mountain/12400.jpg,"[0.334269, 0.336316, 0.32941500000000007]"
images/Burnaby_Mountain/12410.jpg,"[0.334319, 0.336158, 0.32952299999999995]"
images/Burnaby_Mountain/12420.jpg,"[0.333628, 0.335971, 0.33040099999999994]"
images/Burnaby_Mountain/12430.jpg,"[0.333402, 0.335941, 0.33065700000000003]"
images/Burnaby_Mountain/12460.jpg,"[0.333273, 0.336198, 0.3305290000000001]"
images/Burnaby_Mountain/12480.jpg,"[0.334602, 0.336815, 0.32858299999999996]"
images/Burnaby_Mountain/12490.jpg,"[0.334643, 0.336625, 0.32873199999999997]"
images/Burnaby_Mountain/12500.jpg,"[0.334471, 0.336516, 0.32901300000000006]"
images/Burnaby_Mountain/12510.jpg,"[0.334969, 0.336504, 0.3285269999999999]"
images/Burnaby_Mountain/12520.jpg,"[0.334882, 0.33638, 0.328738]"
images/Burnaby_Mountain/12530.jpg,"[0.33489, 0.336311, 0.32879899999999995]"
images/Burnaby_Mountain/12540.jpg,"[0.334953, 0.336443, 0.32860399999999995]"
images/Burnaby_Mountain/12550.jpg,"[0.334721, 0.336452, 0.328827]"
images/Burnaby_Mountain/12560.jpg,"[0.334816, 0.336617, 0.328567]"
images/Burnaby_Mountain/12570.jpg,"[0.334477, 0.33645, 0.32907299999999995]"
images/Burnaby_Mountain/12580.jpg,"[0.334949, 0.33665, 0.32840100000000005]"
images/Burnaby_Mountain/12590.jpg,"[0.334904, 0.336634, 0.32846200000000003]"
images/Burnaby_Mountain/12600.jpg,"[0.334447, 0.336433, 0.3291200000000001]"
images/Burnaby_Mountain/12610.jpg,"[0.335338, 0.336874, 0.32778799999999997]"
images/Burnaby_Mountain/12620.jpg,"[0.33515, 0.336716, 0.3281339999999999]"
images/Burnaby_Mountain/12630.jpg,"[0.335057, 0.336643, 0.32830000000000004]"
images/Burnaby_Mountain/12640.jpg,"[0.335146, 0.336586, 0.32826800000000006]"
images/Burnaby_Mountain/12650.jpg,"[0.334443, 0.336399, 0.32915799999999995]"
images/Burnaby_Mountain/12660.jpg,"[0.334872, 0.336614, 0.3285139999999999]"
images/Burnaby_Mountain/12670.jpg,"[0.335091, 0.336746, 0.328163]"
images/Burnaby_Mountain/12680.jpg,"[0.333887, 0.335943, 0.33016999999999996]"
images/Burnaby_Mountain/12690.jpg,"[0.334216, 0.336043, 0.32974099999999995]"
images/Burnaby_Mountain/12700.jpg,"[0.334269, 0.336268, 0.32946300000000006]"
images/Burnaby_Mountain/12710.jpg,"[0.334912, 0.336535, 0.32855300000000004]"
images/Burnaby_Mountain/12720.jpg,"[0.335353, 0.336586, 0.328061]"
images/Burnaby_Mountain/12730.jpg,"[0.335456, 0.336532, 0.328012]"
images/Burnaby_Mountain/12740.jpg,"[0.335862, 0.336586, 0.327552]"
images/Burnaby_Mountain/12750.jpg,"[0.335479, 0.336406, 0.32811499999999993]"
images/Burnaby_Mountain/12760.jpg,"[0.334762, 0.336079, 0.329159]"
images/Burnaby_Mountain/12770.jpg,"[0.334356, 0.335758, 0.329886]"
images/Burnaby_Mountain/12780.jpg,"[0.334308, 0.335715, 0.32997699999999996]"
images/Burnaby_Mountain/12790.jpg,"[0.334589, 0.33551, 0.329901]"
images/Burnaby_Mountain/12800.jpg,"[0.334616, 0.33567, 0.32971399999999995]"
images/Burnaby_Mountain/12810.jpg,"[0.334451, 0.335532, 0.33001699999999995]"
images/Burnaby_Mountain/12820.jpg,"[0.334538, 0.335479, 0.32998299999999997]"
images/Burnaby_Mountain/12830.jpg,"[0.336099, 0.335807, 0.32809400000000005]"
images/Burnaby_Mountain/12840.jpg,"[0.336687, 0.33615, 0.32716300000000004]"
images/Burnaby_Mountain/12850.jpg,"[0.336354, 0.336417, 0.32722899999999994]"
images/Burnaby_Mountain/12860.jpg,"[0.336848, 0.336707, 0.326445]"
images/Burnaby_Mountain/12870.jpg,"[0.33638, 0.336274, 0.32734599999999997]"
images/Burnaby_Mountain/12880.jpg,"[0.336822, 0.33631, 0.32686800000000005]"
images/Burnaby_Mountain/12890.jpg,"[0.336132, 0.336016, 0.32785200000000003]"
images/Burnaby_Mountain/12900.jpg,"[0.335899, 0.336304, 0.32779700000000006]"
images/Burnaby_Mountain/12910.jpg,"[0.336145, 0.336452, 0.327403]"
images/Burnaby_Mountain/12920.jpg,"[0.335871, 0.336133, 0.32799599999999995]"
images/Burnaby_Mountain/12930.jpg,"[0.336331, 0.33631, 0.32735900000000007]"
images/Burnaby_Mountain/12940.jpg,"[0.336537, 0.336263, 0.32720000000000005]"
images/Burnaby_Mountain/12950.jpg,"[0.33602, 0.335946, 0.328034]"
images/Burnaby_Mountain/12960.jpg,"[0.336368, 0.336376, 0.327256]"
images/Burnaby_Mountain/12970.jpg,"[0.33633, 0.336161, 0.327509]"
images/Burnaby_Mountain/12980.jpg,"[0.336596, 0.336029, 0.32737499999999997]"
images/Burnaby_Mountain/12990.jpg,"[0.320179, 0.341379, 0.338442]"
images/Burnaby_Mountain/13000.jpg,"[0.337347, 0.335199, 0.3274539999999999]"
images/Burnaby_Mountain/13010.jpg,"[0.337135, 0.335998, 0.326867]"
images/Burnaby_Mountain/13020.jpg,"[0.337118, 0.336024, 0.326858]"
images/Burnaby_Mountain/13030.jpg,"[0.337152, 0.336524, 0.326324]"
images/Burnaby_Mountain/13040.jpg,"[0.337025, 0.335836, 0.32713899999999996]"
images/Burnaby_Mountain/13070.jpg,"[0.33629, 0.334514, 0.32919600000000004]"
images/Burnaby_Mountain/13080.jpg,"[0.335857, 0.333932, 0.3302109999999999]"
images/Burnaby_Mountain/13100.jpg,"[0.337251, 0.335299, 0.32745]"
images/Burnaby_Mountain/13120.jpg,"[0.337086, 0.335486, 0.327428]"
images/Burnaby_Mountain/13130.jpg,"[0.337231, 0.336018, 0.32675099999999996]"
images/Burnaby_Mountain/13140.jpg,"[0.336104, 0.335695, 0.328201]"
images/Burnaby_Mountain/13150.jpg,"[0.33635, 0.336022, 0.3276280000000001]"
images/Burnaby_Mountain/13160.jpg,"[0.335848, 0.336137, 0.32801500000000006]"
images/Burnaby_Mountain/13170.jpg,"[0.334357, 0.335568, 0.330075]"
images/Burnaby_Mountain/13180.jpg,"[0.335409, 0.328349, 0.33624199999999993]"
images/Burnaby_Mountain/13190.jpg,"[0.336158, 0.336258, 0.32758400000000004]"
images/Burnaby_Mountain/13230.jpg,"[0.338425, 0.337765, 0.32381000000000004]"
images/Burnaby_Mountain/13240.jpg,"[0.339483, 0.338028, 0.322489]"
images/Burnaby_Mountain/13250.jpg,"[0.339986, 0.338251, 0.32176299999999997]"
images/Burnaby_Mountain/13260.jpg,"[0.339061, 0.337706, 0.32323299999999994]"
images/Burnaby_Mountain/13270.jpg,"[0.336527, 0.33626, 0.327213]"
images/Burnaby_Mountain/13280.jpg,"[0.33668, 0.335837, 0.327483]"
images/Burnaby_Mountain/13400.jpg,"[0.231986, 0.329438, 0.43857599999999997]"
images/Burnaby_Mountain/13410.jpg,"[0.237301, 0.331741, 0.430958]"
images/Burnaby_Mountain/13510.jpg,"[0.237731, 0.332572, 0.429697]"
images/Burnaby_Mountain/13520.jpg,"[0.236271, 0.332154, 0.431575]"
images/Burnaby_Mountain/13540.jpg,"[0.265517, 0.331982, 0.402501]"
images/Burnaby_Mountain/13610.jpg,"[0.312292, 0.338338, 0.34936999999999996]"
images/Burnaby_Mountain/13650.jpg,"[0.337218, 0.338901, 0.323881]"
images/Burnaby_Mountain/13660.jpg,"[0.33764, 0.338834, 0.32352600000000004]"
images/Burnaby_Mountain/13670.jpg,"[0.338631, 0.339329, 0.32204]"
images/Burnaby_Mountain/13680.jpg,"[0.338812, 0.339263, 0.321925]"
images/Burnaby_Mountain/13690.jpg,"[0.339437, 0.33931, 0.321253]"
images/Burnaby_Mountain/13790.jpg,"[0.323659, 0.346136, 0.3302050000000001]"
images/Burnaby_Mountain/13810.jpg,"[0.339693, 0.339859, 0.32044799999999996]"
images/Burnaby_Mountain/13820.jpg,"[0.339842, 0.339794, 0.32036400000000004]"
images/Burnaby_Mountain/13830.jpg,"[0.339534, 0.33947, 0.320996]"
images/Burnaby_Mountain/13840.jpg,"[0.339469, 0.33941, 0.321121]"
images/Burnaby_Mountain/13850.jpg,"[0.339622, 0.339136, 0.321242]"
images/Burnaby_Mountain/13860.jpg,"[0.339204, 0.33909, 0.32170599999999994]"
images/Burnaby_Mountain/13870.jpg,"[0.338972, 0.33869, 0.32233799999999996]"
images/Burnaby_Mountain/13880.jpg,"[0.33832, 0.33862, 0.32306000000000007]"
images/Burnaby_Mountain/13890.jpg,"[0.338011, 0.338859, 0.3231299999999999]"
images/Burnaby_Mountain/13900.jpg,"[0.337213, 0.338803, 0.323984]"
images/Burnaby_Mountain/13910.jpg,"[0.337247, 0.338687, 0.3240659999999999]"
images/Burnaby_Mountain/13920.jpg,"[0.336917, 0.338062, 0.325021]"
images/Burnaby_Mountain/13930.jpg,"[0.336684, 0.338305, 0.325011]"
images/Burnaby_Mountain/13940.jpg,"[0.334782, 0.33777, 0.32744799999999996]"
images/Burnaby_Mountain/13950.jpg,"[0.334082, 0.337425, 0.32849300000000003]"
images/Burnaby_Mountain/13960.jpg,"[0.334141, 0.33749, 0.32836899999999997]"
images/Burnaby_Mountain/13970.jpg,"[0.334128, 0.337423, 0.32844900000000005]"
images/Burnaby_Mountain/13980.jpg,"[0.334194, 0.337383, 0.328423]"
images/Burnaby_Mountain/13990.jpg,"[0.334212, 0.337341, 0.32844700000000004]"
images/Burnaby_Mountain/14000.jpg,"[0.335091, 0.337595, 0.327314]"
images/Burnaby_Mountain/14010.jpg,"[0.335093, 0.337711, 0.32719600000000004]"
images/CamelbackMtn/0000.jpg,"[0.302837, 0.326644, 0.370519]"
images/CamelbackMtn/0010.jpg,"[0.305501, 0.326809, 0.36768999999999996]"
images/CamelbackMtn/0020.jpg,"[0.305878, 0.327344, 0.366778]"
images/CamelbackMtn/0030.jpg,"[0.308641, 0.328239, 0.36312000000000005]"
images/CamelbackMtn/0040.jpg,"[0.310083, 0.328412, 0.361505]"
images/CamelbackMtn/0050.jpg,"[0.312249, 0.329019, 0.358732]"
images/CamelbackMtn/0060.jpg,"[0.314698, 0.328984, 0.3563180000000001]"
images/CamelbackMtn/0070.jpg,"[0.315256, 0.329236, 0.35550800000000005]"
images/CamelbackMtn/0080.jpg,"[0.316797, 0.329124, 0.354079]"
images/CamelbackMtn/0090.jpg,"[0.316164, 0.32972, 0.354116]"
images/CamelbackMtn/0100.jpg,"[0.310106, 0.328374, 0.36152]"
images/CamelbackMtn/0110.jpg,"[0.316195, 0.330032, 0.353773]"
images/CamelbackMtn/0120.jpg,"[0.315485, 0.329579, 0.354936]"
images/CamelbackMtn/0130.jpg,"[0.309476, 0.329076, 0.36144800000000005]"
images/CamelbackMtn/0140.jpg,"[0.306986, 0.327359, 0.365655]"
images/CamelbackMtn/0150.jpg,"[0.312466, 0.328665, 0.358869]"
images/CamelbackMtn/0160.jpg,"[0.311468, 0.328406, 0.36012599999999995]"
images/CamelbackMtn/0170.jpg,"[0.311216, 0.328026, 0.3607580000000001]"
images/CamelbackMtn/0180.jpg,"[0.311723, 0.328122, 0.360155]"
images/CamelbackMtn/0190.jpg,"[0.311059, 0.328342, 0.360599]"
images/CamelbackMtn/0200.jpg,"[0.311164, 0.328327, 0.360509]"
images/CamelbackMtn/0210.jpg,"[0.289465, 0.331377, 0.37915800000000005]"
images/CamelbackMtn/0220.jpg,"[0.28151, 0.331271, 0.3872190000000001]"
images/CamelbackMtn/0230.jpg,"[0.281569, 0.331897, 0.38653400000000004]"
images/CamelbackMtn/0240.jpg,"[0.28258, 0.331336, 0.3860839999999999]"
images/CamelbackMtn/0250.jpg,"[0.288683, 0.333143, 0.37817399999999995]"
images/CamelbackMtn/0260.jpg,"[0.289653, 0.333242, 0.3771050000000001]"
images/CamelbackMtn/0270.jpg,"[0.291276, 0.332245, 0.376479]"
images/CamelbackMtn/0280.jpg,"[0.292412, 0.333962, 0.373626]"
images/CamelbackMtn/0290.jpg,"[0.299415, 0.331907, 0.368678]"
images/CamelbackMtn/0300.jpg,"[0.303066, 0.331207, 0.36572699999999997]"
images/CamelbackMtn/0310.jpg,"[0.304991, 0.331678, 0.363331]"
images/CamelbackMtn/0320.jpg,"[0.305997, 0.331921, 0.3620819999999999]"
images/CamelbackMtn/0330.jpg,"[0.306892, 0.331833, 0.36127500000000007]"
images/CamelbackMtn/0340.jpg,"[0.308153, 0.331007, 0.36084]"
images/CamelbackMtn/0350.jpg,"[0.309822, 0.331725, 0.35845299999999997]"
images/CamelbackMtn/0360.jpg,"[0.309979, 0.331148, 0.358873]"
images/CamelbackMtn/0370.jpg,"[0.311034, 0.33028, 0.35868599999999995]"
images/CamelbackMtn/0380.jpg,"[0.310432, 0.329518, 0.36005]"
images/CamelbackMtn/0390.jpg,"[0.315169, 0.329439, 0.355392]"
images/CamelbackMtn/0400.jpg,"[0.313997, 0.32908, 0.35692299999999993]"
images/CamelbackMtn/0410.jpg,"[0.316091, 0.328581, 0.355328]"
images/CamelbackMtn/0420.jpg,"[0.312981, 0.328357, 0.35866200000000004]"
images/CamelbackMtn/0430.jpg,"[0.315513, 0.329123, 0.35536400000000007]"
images/CamelbackMtn/0440.jpg,"[0.30887, 0.325934, 0.365196]"
images/CamelbackMtn/0450.jpg,"[0.312307, 0.324954, 0.362739]"
images/CamelbackMtn/0460.jpg,"[0.313144, 0.324724, 0.362132]"
images/CamelbackMtn/0470.jpg,"[0.31147, 0.324595, 0.36393499999999995]"
images/CamelbackMtn/0480.jpg,"[0.312025, 0.324868, 0.363107]"
images/CamelbackMtn/0490.jpg,"[0.304109, 0.325957, 0.36993400000000004]"
images/CamelbackMtn/0500.jpg,"[0.291852, 0.328004, 0.380144]"
images/CamelbackMtn/0510.jpg,"[0.283887, 0.328077, 0.388036]"
images/CamelbackMtn/0520.jpg,"[0.279508, 0.327747, 0.392745]"
images/CamelbackMtn/0530.jpg,"[0.275534, 0.327801, 0.39666500000000005]"
images/CamelbackMtn/0540.jpg,"[0.275531, 0.328284, 0.396185]"
